step,KE,PE,T_insta,P_insta
613,293.0803,-315.0647,92.1256,2.9743
614,292.5286,-314.4882,91.9521,2.9804
615,291.9289,-313.8672,91.7636,2.9872
616,291.2882,-313.2087,91.5622,2.9945
617,290.6138,-312.5205,91.3503,3.0024
618,289.9135,-311.81,91.1301,3.0106
619,289.1947,-311.0849,90.9042,3.0192
620,288.4652,-310.3529,90.6749,3.0279
621,287.7324,-309.6211,90.4445,3.0367
622,287.0035,-308.8966,90.2154,3.0456
623,286.2851,-308.1858,89.9896,3.0545
624,285.5833,-307.4942,89.769,3.0631
625,284.9032,-306.8262,89.5552,3.0715
626,284.2485,-306.1853,89.3494,3.0796
627,283.622,-305.5732,89.1525,3.0874
628,283.0247,-304.9902,88.9647,3.0949
629,282.4559,-304.4345,88.7859,3.1021
630,281.9127,-303.9021,88.6152,3.1091
631,281.3899,-303.3866,88.4509,3.116
632,280.8803,-302.8801,88.2907,3.1228
633,280.3749,-302.3724,88.1318,3.1297
634,279.8629,-301.8525,87.9709,3.1368
635,279.333,-301.309,87.8043,3.1443
636,278.7738,-300.7305,87.6285,3.1522
637,278.1746,-300.1075,87.4402,3.1608
638,277.5268,-299.4328,87.2366,3.17
639,276.825,-298.7026,87.0159,3.1798
640,276.0674,-297.9179,86.7778,3.1903
641,275.2577,-297.0847,86.5233,3.2014
642,274.4047,-296.2149,86.2552,3.2129
643,273.523,-295.3258,85.978,3.2246
644,272.6328,-294.4404,85.6982,3.2362
645,271.7595,-293.5862,85.4237,3.2473
646,270.9323,-292.7939,85.1637,3.2575
647,270.1832,-292.0962,84.9282,3.2665
648,269.5453,-291.526,84.7277,3.2737
649,269.0507,-291.1143,84.5722,3.2788
650,268.7286,-290.8881,84.471,3.2815
651,268.6037,-290.869,84.4317,3.2816
652,268.6941,-291.0717,84.4601,3.2788
653,269.0107,-291.5033,84.5596,3.2731
654,269.5571,-292.1634,84.7314,3.2644
655,270.3288,-293.0439,84.9739,3.2529
656,271.3142,-294.1297,85.2837,3.2389
657,272.4948,-295.3991,85.6548,3.2225
658,273.846,-296.8248,86.0795,3.2042
659,275.3382,-298.3754,86.5486,3.1843
660,276.9381,-300.0157,87.0515,3.1633
661,278.6092,-301.7083,87.5768,3.1417
662,280.3134,-303.4148,88.1125,3.12
663,282.0122,-305.0968,88.6465,3.0986
664,283.668,-306.7178,89.1669,3.078
665,285.2454,-308.2439,89.6628,3.0586
666,286.7121,-309.6446,90.1238,3.0409
667,288.0401,-310.8944,90.5413,3.0253
668,289.2061,-311.9725,90.9078,3.0119
669,290.1921,-312.8638,91.2177,3.001
670,290.9858,-313.5586,91.4672,2.9928
671,291.5804,-314.053,91.6541,2.9872
672,291.9745,-314.3482,91.778,2.9842
673,292.172,-314.4503,91.84,2.9839
674,292.1812,-314.3702,91.8429,2.986
675,292.0152,-314.1227,91.7908,2.9903
676,291.6907,-313.7265,91.6888,2.9965
677,291.228,-313.2033,91.5433,3.0044
678,290.6504,-312.5777,91.3617,3.0137
679,289.9835,-311.8766,91.1521,3.0241
680,289.2552,-311.1284,90.9232,3.0351
681,288.4945,-310.3627,90.6841,3.0465
682,287.7314,-309.6097,90.4442,3.0577
683,286.9956,-308.8984,90.2129,3.0685
684,286.3158,-308.2567,89.9992,3.0786
685,285.7185,-307.7096,89.8115,3.0875
686,285.227,-307.2785,89.657,3.095
687,284.8605,-306.9801,89.5418,3.101
688,284.6329,-306.8255,89.4703,3.1051
689,284.5524,-306.8196,89.445,3.1073
690,284.6206,-306.9606,89.4664,3.1077
691,284.8325,-307.2405,89.533,3.1065
692,285.1768,-307.6451,89.6412,3.1038
693,285.6368,-308.1549,89.7858,3.0998
694,286.1904,-308.746,89.9598,3.0948
695,286.8122,-309.3916,90.1553,3.0892
696,287.4742,-310.0628,90.3634,3.0834
697,288.147,-310.7299,90.5748,3.0777
698,288.8008,-311.3635,90.7804,3.0725
699,289.4069,-311.9356,90.9709,3.068
700,289.9383,-312.4205,91.1379,3.0647
701,290.3707,-312.7954,91.2738,3.0629
702,290.6829,-313.041,91.372,3.0627
703,290.8578,-313.1424,91.4269,3.0644
704,290.8825,-313.0888,91.4347,3.0681
705,290.7487,-312.8745,91.3927,3.0739
706,290.4531,-312.4984,91.2997,3.0816
707,289.9969,-311.964,91.1563,3.0913
708,289.3861,-311.2796,90.9643,3.1029
709,288.6308,-310.4575,90.7269,3.1161
710,287.7453,-309.5135,90.4486,3.1308
711,286.7472,-308.4667,90.1349,3.1465
712,285.6568,-307.3388,89.7921,3.1632
713,284.497,-306.1534,89.4275,3.1803
714,283.2921,-304.9358,89.0488,3.1977
715,282.068,-303.712,88.664,3.215
716,280.851,-302.5085,88.2815,3.2318
717,279.6675,-301.3515,87.9094,3.2477
718,278.5431,-300.2661,87.556,3.2625
719,277.5024,-299.2758,87.2289,3.2759
720,276.5679,-298.4022,86.9351,3.2875
721,275.7596,-297.6637,86.6811,3.2971
722,275.0945,-297.0753,86.472,3.3046
723,274.5856,-296.648,86.312,3.3097
724,274.2417,-296.3885,86.2039,3.3124
725,274.0672,-296.2988,86.1491,3.3128
726,274.0617,-296.3763,86.1473,3.3108
727,274.2207,-296.6145,86.1973,3.3065
728,274.5356,-297.0029,86.2963,3.3002
729,274.9942,-297.5279,86.4404,3.2918
730,275.5817,-298.1736,86.6251,3.2816
731,276.2813,-298.9224,86.845,3.2699
732,277.0749,-299.7562,87.0945,3.257
733,277.9443,-300.6567,87.3678,3.243
734,278.8716,-301.6066,87.6592,3.2282
735,279.8398,-302.5893,87.9636,3.2129
736,280.8332,-303.5898,88.2759,3.1972
737,281.8371,-304.594,88.5914,3.1815
738,282.8383,-305.5892,88.9061,3.1658
739,283.8245,-306.564,89.2161,3.1503
740,284.785,-307.5078,89.5181,3.1353
741,285.7093,-308.4104,89.8086,3.1208
742,286.5876,-309.2619,90.0847,3.107
743,287.4098,-310.0525,90.3431,3.0941
744,288.1662,-310.7721,90.5809,3.0823
745,288.8463,-311.4101,90.7947,3.0716
746,289.4396,-311.956,90.9812,3.0623
747,289.9353,-312.3987,91.137,3.0546
748,290.3224,-312.7272,91.2586,3.0485
749,290.5897,-312.9306,91.3427,3.0442
750,290.727,-312.999,91.3858,3.0419
751,290.7246,-312.9234,91.3851,3.0417
752,290.5743,-312.6964,91.3378,3.0437
753,290.2698,-312.313,91.2421,3.0478
754,289.8071,-311.7704,91.0967,3.0541
755,289.1852,-311.0691,90.9012,3.0627
756,288.4061,-310.2132,90.6563,3.0733
757,287.4757,-309.2102,90.3638,3.086
758,286.4037,-308.072,90.0269,3.1006
759,285.2036,-306.814,89.6496,3.1168
760,283.8931,-305.4558,89.2377,3.1343
761,282.4936,-304.0206,88.7978,3.1528
762,281.0297,-302.5344,88.3376,3.172
763,279.5288,-301.026,87.8659,3.1913
764,278.0207,-299.5255,87.3918,3.2105
765,276.5359,-298.0637,86.9251,3.2292
766,275.1052,-296.6711,86.4753,3.2469
767,273.7583,-295.3766,86.052,3.2632
768,272.523,-294.2062,85.6637,3.2778
769,271.4236,-293.1827,85.3181,3.2903
770,270.4811,-292.3251,85.0218,3.3007
771,269.7121,-291.6476,84.7801,3.3086
772,269.1288,-291.1602,84.5967,3.3138
773,268.739,-290.8689,84.4742,3.3165
774,268.5466,-290.7753,84.4138,3.3164
775,268.5516,-290.8779,84.4153,3.3138
776,268.7506,-291.1717,84.4779,3.3085
777,269.1371,-291.649,84.5994,3.3009
778,269.7022,-292.2992,84.777,3.2909
779,270.4341,-293.1095,85.0071,3.2788
780,271.3185,-294.0642,85.285,3.2648
781,272.3387,-295.1456,85.6057,3.2492
782,273.4759,-296.3339,85.9632,3.2321
783,274.7095,-297.6078,86.351,3.214
784,276.0175,-298.9448,86.7621,3.195
785,277.3771,-300.322,87.1895,3.1757
786,278.7656,-301.7168,87.6259,3.1562
787,280.1606,-303.1073,88.0644,3.1368
788,281.5409,-304.4732,88.4983,3.1179
789,282.887,-305.796,88.9215,3.0997
790,284.1817,-307.0595,89.3284,3.0823
791,285.41,-308.2501,89.7145,3.0661
792,286.5593,-309.3564,90.0758,3.0511
793,287.6198,-310.3697,90.4091,3.0376
794,288.5836,-311.2832,90.7121,3.0256
795,289.445,-312.0922,90.9828,3.0152
796,290.2,-312.7933,91.2202,3.0065
797,290.8463,-313.3847,91.4233,2.9996
798,291.382,-313.865,91.5917,2.9945
799,291.8061,-314.233,91.725,2.9912
800,292.1173,-314.4876,91.8229,2.9898
801,292.3147,-314.6276,91.8849,2.9902
802,292.3968,-314.6517,91.9107,2.9925
803,292.3623,-314.5582,91.8999,2.9966
804,292.2095,-314.3457,91.8518,3.0027
805,291.9369,-314.0129,91.7662,3.0107
806,291.5438,-313.5593,91.6426,3.0206
807,291.0301,-312.9856,91.4811,3.0323
808,290.3969,-312.2934,91.2821,3.0458
809,289.6465,-311.4855,91.0462,3.0612
810,288.7825,-310.5664,90.7746,3.0782
811,287.8098,-309.5413,90.4689,3.0968
812,286.7343,-308.4167,90.1308,3.1169
813,285.5628,-307.1999,89.7625,3.1383
814,284.303,-305.8988,89.3666,3.161
815,282.9632,-304.5219,88.9454,3.1847
816,281.5518,-303.0776,88.5017,3.2093
817,280.0774,-301.5747,88.0383,3.2347
818,278.5488,-300.022,87.5578,3.2607
819,276.9747,-298.4283,87.063,3.2871
820,275.3644,-296.8029,86.5568,3.3139
821,273.7271,-295.1554,86.0422,3.3407
822,272.0727,-293.496,85.5221,3.3675
823,270.4119,-291.8361,85.0001,3.3942
824,268.7566,-290.188,84.4798,3.4204
825,267.1197,-288.5651,83.9652,3.4461
826,265.5151,-286.9821,83.4608,3.471
827,263.9583,-285.4549,82.9715,3.4948
828,262.4654,-284.0001,82.5022,3.5173
829,261.0537,-282.6352,82.0585,3.5383
830,259.7404,-281.3774,81.6456,3.5575
831,258.5425,-280.2433,81.2691,3.5749
832,257.4764,-279.2484,80.934,3.5901
833,256.5564,-278.4061,80.6448,3.6031
834,255.7947,-277.7269,80.4054,3.6136
835,255.2,-277.2178,80.2184,3.6216
836,254.7775,-276.8819,80.0856,3.627
837,254.528,-276.7176,80.0072,3.63
838,254.4475,-276.7186,79.9819,3.6306
839,254.5276,-276.8743,80.0071,3.629
840,254.7553,-277.1697,80.0787,3.6255
841,255.1137,-277.5858,80.1913,3.6202
842,255.5822,-278.1007,80.3386,3.6136
843,256.1375,-278.6898,80.5131,3.6058
844,256.7543,-279.3274,80.707,3.5973
845,257.406,-279.9864,80.9119,3.5885
846,258.0658,-280.6399,81.1192,3.5797
847,258.7069,-281.2619,81.3208,3.5713
848,259.3038,-281.8275,81.5084,3.5635
849,259.8326,-282.3138,81.6746,3.5567
850,260.2716,-282.7004,81.8126,3.5513
851,260.6017,-282.9695,81.9164,3.5473
852,260.8069,-283.1069,81.9809,3.545
853,260.8744,-283.1018,82.0021,3.5446
854,260.7957,-282.9476,81.9774,3.5462
855,260.5663,-282.6426,81.9053,3.5497
856,260.1872,-282.1903,81.7861,3.5552
857,259.6651,-281.601,81.622,3.5624
858,259.0136,-280.8918,81.4172,3.5712
859,258.2535,-280.0873,81.1783,3.5812
860,257.4134,-279.2201,80.9142,3.5919
861,256.5293,-278.3294,80.6363,3.603
862,255.6434,-277.4598,80.3578,3.6139
863,254.8021,-276.6585,80.0934,3.6239
864,254.0521,-275.9709,79.8576,3.6325
865,253.4369,-275.4371,79.6642,3.6392
866,252.992,-275.0873,79.5244,3.6436
867,252.7415,-274.9389,79.4456,3.6456
868,252.6957,-274.995,79.4312,3.6451
869,252.8511,-275.2459,79.4801,3.6421
870,253.1923,-275.6714,79.5873,3.637
871,253.6949,-276.2441,79.7453,3.63
872,254.3296,-276.9335,79.9448,3.6216
873,255.0654,-277.7089,80.1761,3.6121
874,255.8725,-278.5418,80.4298,3.6017
875,256.7241,-279.4071,80.6975,3.5909
876,257.5969,-280.2837,80.9719,3.5798
877,258.4718,-281.154,81.2469,3.5686
878,259.3332,-282.0043,81.5176,3.5577
879,260.1684,-282.8231,81.7802,3.5471
880,260.9675,-283.6015,82.0314,3.537
881,261.7225,-284.3325,82.2687,3.5274
882,262.4273,-285.0107,82.4902,3.5184
883,263.0771,-285.632,82.6945,3.5101
884,263.6686,-286.1941,82.8804,3.5025
885,264.2003,-286.696,83.0475,3.4956
886,264.6718,-287.138,83.1958,3.4893
887,265.0841,-287.5218,83.3254,3.4837
888,265.4395,-287.85,83.4371,3.4788
889,265.7411,-288.1263,83.5319,3.4746
890,265.9926,-288.3545,83.6109,3.4711
891,266.1982,-288.5389,83.6756,3.4681
892,266.3621,-288.6836,83.7271,3.4655
893,266.4884,-288.7925,83.7668,3.4635
894,266.5806,-288.8689,83.7958,3.4618
895,266.6419,-288.9158,83.815,3.4606
896,266.6749,-288.9354,83.8254,3.4596
897,266.6816,-288.9296,83.8275,3.459
898,266.6637,-288.8999,83.8219,3.4585
899,266.6228,-288.8481,83.809,3.4583
900,266.5606,-288.7759,83.7895,3.4584
901,266.479,-288.6853,83.7638,3.4587
902,266.3802,-288.579,83.7328,3.4592
903,266.2672,-288.46,83.6973,3.4598
904,266.1433,-288.332,83.6583,3.4605
905,266.0122,-288.1986,83.6171,3.4613
906,265.8777,-288.0638,83.5748,3.4621
907,265.7437,-287.9314,83.5327,3.4629
908,265.6139,-287.8051,83.4919,3.4635
909,265.4921,-287.6884,83.4536,3.4639
910,265.3815,-287.5847,83.4189,3.4641
911,265.2855,-287.497,83.3887,3.464
912,265.2069,-287.428,83.364,3.4635
913,265.1484,-287.3804,83.3456,3.4628
914,265.1124,-287.3565,83.3343,3.4617
915,265.1014,-287.3587,83.3308,3.4601
916,265.1177,-287.3896,83.3359,3.4579
917,265.1638,-287.4512,83.3504,3.4553
918,265.2416,-287.5454,83.3749,3.4523
919,265.3529,-287.674,83.4099,3.4487
920,265.4993,-287.8384,83.4559,3.4445
921,265.6823,-288.0401,83.5134,3.4397
922,265.9034,-288.2806,83.5829,3.4343
923,266.1641,-288.5616,83.6648,3.4284
924,266.4659,-288.8842,83.7597,3.4218
925,266.8096,-289.2489,83.8677,3.4147
926,267.1955,-289.6556,83.989,3.407
927,267.6227,-290.1026,84.1233,3.3988
928,268.0888,-290.5865,84.2699,3.3901
929,268.5892,-291.1012,84.4271,3.3811
930,269.1164,-291.6382,84.5929,3.3718
931,269.6606,-292.1865,84.7639,3.3625
932,270.21,-292.7334,84.9366,3.3531
933,270.751,-293.2649,85.1067,3.3441
934,271.2697,-293.7672,85.2697,3.3354
935,271.7527,-294.2277,85.4215,3.3274
936,272.1882,-294.6357,85.5584,3.3202
937,272.5668,-294.9836,85.6774,3.3137
938,272.8826,-295.2666,85.7767,3.3082
939,273.1325,-295.4834,85.8553,3.3036
940,273.3165,-295.6353,85.9131,3.2999
941,273.4373,-295.7264,85.9511,3.2971
942,273.4999,-295.7623,85.9708,3.295
943,273.5108,-295.75,85.9742,3.2937
944,273.4771,-295.6966,85.9636,3.293
945,273.4058,-295.609,85.9412,3.2929
946,273.3033,-295.4928,85.9089,3.2933
947,273.1745,-295.3523,85.8685,3.2941
948,273.023,-295.19,85.8208,3.2953
949,272.8503,-295.0066,85.7666,3.2969
950,272.6562,-294.801,85.7055,3.2989
951,272.4387,-294.5706,85.6372,3.3013
952,272.1947,-294.3116,85.5605,3.3042
953,271.9203,-294.0206,85.4742,3.3076
954,271.6121,-293.6941,85.3773,3.3114
955,271.2674,-293.3307,85.269,3.3159
956,270.8856,-292.9308,85.149,3.3208
957,270.4687,-292.4977,85.0179,3.3262
958,270.0215,-292.0384,84.8774,3.3319
959,269.5528,-291.5632,84.73,3.3379
960,269.0745,-291.0855,84.5797,3.3439
961,268.6017,-290.6217,84.4311,3.3498
962,268.1516,-290.1899,84.2896,3.3552
963,267.7428,-289.8089,84.1611,3.36
964,267.394,-289.4968,84.0515,3.364
965,267.1226,-289.2695,83.9661,3.3669
966,266.9428,-289.1398,83.9096,3.3686
967,266.8654,-289.116,83.8853,3.3691
968,266.8961,-289.2015,83.8949,3.3682
969,267.0361,-289.3947,83.9389,3.366
970,267.2812,-289.6895,84.016,3.3625
971,267.6235,-290.0762,84.1236,3.3579
972,268.0515,-290.542,84.2581,3.3523
973,268.5517,-291.0728,84.4154,3.346
974,269.1095,-291.6536,84.5907,3.3391
975,269.7097,-292.2696,84.7794,3.3318
976,270.3379,-292.9063,84.9768,3.3243
977,270.9799,-293.5504,85.1786,3.3167
978,271.6227,-294.1889,85.3807,3.3092
979,272.2539,-294.8098,85.5791,3.302
980,272.8615,-295.4015,85.7701,3.2952
981,273.4346,-295.9533,85.9502,3.2889
982,273.9626,-296.4551,86.1162,3.2835
983,274.4358,-296.8978,86.2649,3.2788
984,274.8459,-297.2739,86.3938,3.2751
985,275.1865,-297.578,86.5009,3.2723
986,275.453,-297.8064,86.5847,3.2707
987,275.6426,-297.9573,86.6443,3.2701
988,275.7544,-298.0303,86.6794,3.2707
989,275.7886,-298.0261,86.6902,3.2724
990,275.7461,-297.9459,86.6768,3.2753
991,275.6282,-297.7907,86.6397,3.2792
992,275.4356,-297.561,86.5792,3.2842
993,275.1686,-297.2567,86.4953,3.2903
994,274.8267,-296.8773,86.3878,3.2974
995,274.4093,-296.4218,86.2566,3.3057
996,273.9154,-295.8895,86.1014,3.3151
997,273.3447,-295.2806,85.9219,3.3255
998,272.698,-294.5969,85.7187,3.3369
999,271.9782,-293.8421,85.4924,3.3493
1000,271.1899,-293.022,85.2446,3.3626
