step,KE,PE,T_insta,P_insta
0,391.3016,-413.596,123.0,4.6302
1,391.1742,-413.0649,122.96,4.6416
2,390.2459,-411.732,122.6682,4.6643
3,388.5165,-409.6013,122.1245,4.698
4,385.9875,-406.673,121.3296,4.7424
5,382.66,-402.9504,120.2836,4.7978
6,378.5463,-398.4439,118.9906,4.8639
7,373.6594,-393.1767,117.4544,4.9401
8,368.0166,-387.1733,115.6807,5.0261
9,361.6402,-380.4296,113.6764,5.122
10,354.5608,-373.0089,111.4511,5.2265
