step,KE,PE,T_insta,P_insta
613,296.1772,-320.3887,93.099,2.8346
614,295.6777,-319.8783,92.942,2.8401
615,295.1611,-319.3609,92.7796,2.8457
616,294.6471,-318.8553,92.618,2.8515
617,294.1545,-318.3801,92.4632,2.857
618,293.7008,-317.9518,92.3206,2.8621
619,293.3011,-317.5835,92.195,2.8666
620,292.9667,-317.2847,92.0899,2.8705
621,292.7049,-317.0603,92.0076,2.8736
622,292.5181,-316.7094,91.9488,2.8793
623,292.4106,-316.6374,91.9151,2.8807
624,292.3678,-316.6229,91.9016,2.8817
625,292.3788,-316.6553,91.905,2.8823
626,292.4291,-316.7058,91.9209,2.8831
627,292.5037,-316.7848,91.9443,2.8834
628,292.5831,-316.8596,91.9693,2.8839
629,292.6494,-316.9126,91.9901,2.8848
630,292.6854,-316.7639,92.0014,2.8881
631,292.6743,-316.7245,91.9979,2.8903
632,292.604,-316.6203,91.9758,2.8936
633,292.4639,-316.4421,91.9318,2.8979
634,292.2465,-316.1547,91.8635,2.904
635,291.948,-315.8145,91.7696,2.9106
636,291.5662,-315.3911,91.6496,2.9182
637,291.102,-314.8868,91.5037,2.927
638,290.5589,-314.2793,91.333,2.9374
639,289.9431,-313.6288,91.1394,2.9483
640,289.2599,-312.9146,90.9247,2.9601
641,288.5168,-312.1272,90.6911,2.9733
642,287.7225,-311.2794,90.4414,2.9873
643,286.8856,-310.4234,90.1784,3.0011
644,286.0131,-309.536,89.9041,3.0153
645,285.1132,-308.7119,89.6212,3.0286
646,284.1983,-307.7906,89.3336,3.0433
647,283.2731,-306.8634,89.0428,3.058
648,282.3468,-306.1147,88.7517,3.0707
649,281.4305,-305.3911,88.4636,3.0831
650,280.5344,-304.5087,88.182,3.0971
651,279.6691,-303.6632,87.9099,3.1106
652,278.847,-302.8529,87.6515,3.1238
653,278.0821,-302.1215,87.4111,3.1356
654,277.3879,-301.4678,87.1929,3.1462
655,276.7783,-300.7855,87.0013,3.1568
656,276.2705,-300.3306,86.8416,3.1646
657,275.8713,-299.9892,86.7161,3.1708
658,275.5895,-299.7685,86.6276,3.1754
659,275.4311,-299.6727,86.5778,3.1782
660,275.3979,-299.7016,86.5673,3.1794
661,275.488,-299.7261,86.5957,3.1802
662,275.6994,-300.0006,86.6621,3.1778
663,276.0192,-300.4109,86.7626,3.1738
664,276.4349,-300.8691,86.8933,3.1692
665,276.9324,-301.3958,87.0497,3.1638
666,277.496,-301.9858,87.2269,3.1572
667,278.1081,-302.6159,87.4193,3.1501
668,278.752,-303.2683,87.6217,3.1428
669,279.4115,-303.9299,87.829,3.1351
670,280.0712,-304.5844,88.0363,3.1276
671,280.7168,-305.2177,88.2393,3.1203
672,281.3346,-305.817,88.4335,3.1134
673,281.9121,-306.3701,88.615,3.1072
674,282.438,-306.8663,88.7803,3.1017
675,282.9019,-307.2959,88.9261,3.0972
676,283.2951,-307.6794,89.0497,3.0929
677,283.6106,-307.9534,89.1489,3.0905
678,283.8418,-308.5094,89.2216,3.0882
679,283.9902,-308.6117,89.2682,3.0884
680,284.0461,-308.6263,89.2858,3.0896
681,284.0094,-308.5426,89.2743,3.0923
682,283.8794,-308.3102,89.2334,3.0977
683,283.6633,-308.0503,89.1655,3.1029
684,283.3614,-307.7173,89.0706,3.1087
685,282.9818,-307.3019,88.9512,3.1159
686,282.5335,-306.8236,88.8103,3.124
687,282.0288,-306.2959,88.6517,3.1328
688,281.4824,-305.8284,88.4799,3.1403
689,280.9164,-304.9789,88.302,3.1518
690,280.3433,-304.4094,88.1219,3.1611
691,279.7824,-303.8616,87.9455,3.1701
692,279.2523,-303.3535,87.7789,3.1786
693,278.7705,-302.9016,87.6275,3.1863
694,278.3521,-302.5106,87.496,3.1934
695,278.0095,-302.2939,87.3883,3.1975
696,277.7526,-302.1081,87.3075,3.2012
697,277.5843,-301.9852,87.2546,3.2042
698,277.507,-301.9529,87.2303,3.2059
699,277.5191,-302.0083,87.2341,3.2063
700,277.6168,-302.1471,87.2648,3.2054
701,277.7952,-302.3636,87.3209,3.2034
702,278.0483,-302.652,87.4005,3.2002
703,278.3704,-302.9575,87.5017,3.1969
704,278.7606,-303.3862,87.6244,3.1912
705,279.2109,-303.8648,87.7659,3.185
706,279.7164,-304.3968,87.9248,3.1778
707,280.2736,-304.9788,88.1,3.1697
708,280.8792,-305.6092,88.2903,3.1606
709,281.5297,-306.2807,88.4948,3.1509
710,282.2205,-306.99,88.7119,3.1404
711,282.9461,-307.7309,88.94,3.1294
712,283.7,-308.4962,89.177,3.1177
713,284.4742,-309.2563,89.4204,3.1063
714,285.2602,-310.0446,89.6674,3.094
715,286.0479,-310.8294,89.915,3.0816
716,286.827,-311.6007,90.1599,3.0692
717,287.5876,-312.3488,90.399,3.057
718,288.3205,-313.0648,90.6294,3.0451
719,289.0172,-313.7409,90.8484,3.0335
720,289.6708,-314.3707,91.0538,3.0226
721,290.2765,-314.951,91.2442,3.0121
722,290.8304,-315.786,91.4184,2.9999
723,291.3335,-316.0567,91.5765,2.9922
724,291.7843,-316.5005,91.7182,2.9827
725,292.1863,-316.8793,91.8446,2.9744
726,292.5427,-317.215,91.9566,2.9666
727,292.859,-317.5141,92.056,2.9592
728,293.1423,-317.7798,92.145,2.9524
729,293.4011,-318.03,92.2264,2.9456
730,293.6447,-318.2701,92.303,2.939
731,293.8837,-318.2973,92.3781,2.9351
732,294.1385,-318.4532,92.4582,2.9299
733,294.4138,-318.7419,92.5447,2.9227
734,294.717,-319.0629,92.64,2.9153
735,295.0582,-319.4269,92.7473,2.9073
736,295.4467,-319.842,92.8694,2.8989
737,295.8898,-320.3147,93.0087,2.8899
738,296.3927,-320.8484,93.1668,2.8802
739,296.9573,-321.4435,93.3442,2.8699
740,297.582,-322.105,93.5406,2.8586
741,298.2623,-322.8093,93.7544,2.8471
742,298.9879,-323.5528,93.9825,2.8353
743,299.7457,-324.3205,94.2207,2.8234
744,300.5188,-325.0939,94.4637,2.8116
745,301.2874,-325.8519,94.7053,2.8002
746,302.0293,-326.5716,94.9386,2.7895
747,302.7213,-327.2295,95.1561,2.7799
748,303.3395,-327.8021,95.3504,2.7716
749,303.8613,-328.5008,95.5144,2.7627
750,304.2667,-328.8331,95.6419,2.7582
751,304.5391,-329.0439,95.7275,2.7547
752,304.6624,-329.0887,95.7662,2.7539
753,304.6271,-328.9717,95.7551,2.7553
754,304.4281,-328.7341,95.6926,2.758
755,304.066,-328.2909,95.5787,2.7639
756,303.5436,-327.6911,95.4146,2.7719
757,302.8689,-326.9282,95.2025,2.7825
758,302.0539,-326.047,94.9463,2.7945
759,301.1103,-325.0444,94.6497,2.808
760,300.0529,-324.0794,94.3173,2.8212
761,298.9022,-322.9405,93.9556,2.837
762,297.6725,-321.6769,93.569,2.8542
763,296.38,-320.36,93.1628,2.8721
764,295.0441,-319.01,92.7429,2.8905
765,293.6857,-317.6485,92.3159,2.909
766,292.3273,-316.2989,91.8889,2.9274
767,290.9927,-314.9856,91.4693,2.9452
768,289.7069,-313.734,91.0652,2.962
769,288.4953,-312.6283,90.6843,2.9766
770,287.3826,-311.5725,90.3346,2.9909
771,286.3884,-310.6442,90.0221,3.0036
772,285.5293,-309.857,89.752,3.0143
773,284.8159,-309.2185,89.5278,3.0231
774,284.2526,-308.7298,89.3507,3.03
775,283.837,-308.385,89.2201,3.0349
776,283.5601,-308.2334,89.133,3.037
777,283.4097,-308.1382,89.0858,3.0386
778,283.3647,-308.1379,89.0716,3.0389
779,283.4035,-308.1429,89.0838,3.0392
780,283.503,-308.2661,89.1151,3.0376
781,283.6411,-308.4152,89.1585,3.0357
782,283.7963,-308.5717,89.2073,3.0336
783,283.9498,-308.7183,89.2555,3.0316
784,284.086,-308.8414,89.2983,3.0297
785,284.1936,-308.9318,89.3322,3.0282
786,284.2655,-308.9853,89.3548,3.027
787,284.2989,-308.9997,89.3653,3.0264
788,284.295,-308.9787,89.364,3.0261
789,284.2582,-308.9282,89.3525,3.0262
790,284.196,-308.8567,89.3329,3.0265
791,284.1177,-308.7743,89.3083,3.027
792,284.0338,-308.6981,89.2819,3.0272
793,283.9559,-308.6281,89.2574,3.0274
794,283.8937,-308.8549,89.2379,3.0254
795,283.8617,-308.839,89.2278,3.0253
796,283.8638,-308.8611,89.2285,3.0246
797,283.9073,-308.8229,89.2422,3.0254
798,284.0041,-308.9446,89.2726,3.0235
799,284.1512,-309.1177,89.3188,3.021
800,284.3501,-309.3426,89.3814,3.0178
801,284.6002,-309.6172,89.46,3.0142
802,284.8981,-309.937,89.5536,3.0101
803,285.2378,-310.2948,89.6604,3.0056
804,285.6111,-310.6813,89.7777,3.0009
805,286.0077,-311.0808,89.9024,2.9961
806,286.4163,-311.4905,90.0308,2.9913
807,286.8233,-311.8919,90.1588,2.9867
808,287.2155,-312.2719,90.2821,2.9825
809,287.5799,-312.6179,90.3966,2.9788
810,287.9044,-312.9244,90.4986,2.9755
811,288.179,-313.1705,90.5849,2.9734
812,288.3944,-313.3252,90.6526,2.9731
813,288.5448,-313.4646,90.6999,2.9721
814,288.6245,-313.5082,90.7249,2.9728
815,288.6313,-313.4786,90.7271,2.9745
816,288.5654,-313.3769,90.7064,2.9772
817,288.4284,-313.2059,90.6633,2.9808
818,288.2244,-312.9703,90.5992,2.9853
819,287.9585,-312.676,90.5156,2.9906
820,287.6373,-312.3298,90.4146,2.9965
821,287.2681,-311.9394,90.2986,3.0031
822,286.8585,-311.5127,90.1698,3.0102
823,286.4165,-311.0572,90.0309,3.0178
824,285.9494,-310.5802,89.8841,3.0257
825,285.4641,-310.0708,89.7315,3.0344
826,284.9673,-309.5778,89.5754,3.0423
827,284.4642,-309.072,89.4172,3.0507
828,283.9567,-308.5633,89.2577,3.0591
829,283.4476,-308.2179,89.0977,3.0656
830,282.9436,-307.6849,88.9392,3.0742
831,282.4393,-307.1812,88.7807,3.0826
832,281.9369,-306.6798,88.6228,3.0909
833,281.437,-306.1814,88.4657,3.0992
834,280.9409,-305.6875,88.3097,3.1073
835,280.4502,-305.0297,88.1555,3.1174
836,279.9729,-304.5575,88.0055,3.1251
837,279.5072,-304.4155,87.8591,3.1296
838,279.0622,-303.9816,87.7192,3.1365
839,278.6378,-303.5694,87.5858,3.1432
840,278.2392,-303.1852,87.4605,3.1494
841,277.8706,-302.8328,87.3446,3.1551
842,277.5353,-302.4681,87.2392,3.1613
843,277.2348,-302.1855,87.1448,3.1658
844,276.9704,-301.9425,87.0616,3.1695
845,276.742,-301.7309,86.9899,3.1728
846,276.5467,-301.5509,86.9285,3.1756
847,276.3813,-301.2987,86.8765,3.1781
848,276.2413,-301.17,86.8325,3.18
849,276.123,-301.0609,86.7953,3.1814
850,276.0224,-300.9676,86.7636,3.1824
851,275.9359,-300.8871,86.7365,3.1831
852,275.8613,-300.8181,86.713,3.1835
853,275.798,-300.7613,86.6931,3.1835
854,275.7473,-300.7177,86.6772,3.1831
855,275.712,-300.6918,86.6661,3.1823
856,275.697,-300.662,86.6614,3.1817
857,275.7092,-300.6909,86.6652,3.1797
858,275.7572,-300.7605,86.6803,3.1769
859,275.8508,-300.8714,86.7097,3.1738
860,275.9996,-301.0519,86.7565,3.1692
861,276.2142,-301.303,86.8239,3.1636
862,276.5035,-301.6324,86.9149,3.1568
863,276.8741,-302.0454,87.0314,3.1487
864,277.3298,-302.5439,87.1746,3.1395
865,277.8706,-303.1264,87.3446,3.1291
866,278.4932,-303.7892,87.5403,3.1176
867,279.1908,-304.726,87.7596,3.105
868,279.9657,-305.5284,88.0032,3.0918
869,280.7917,-306.3745,88.2628,3.078
870,281.654,-307.2779,88.5339,3.063
871,282.5381,-308.1663,88.8118,3.0486
872,283.4266,-309.0514,89.0911,3.0342
873,284.3041,-309.9179,89.3669,3.0201
874,285.1558,-310.7521,89.6346,3.0065
875,285.9689,-311.5416,89.8902,2.9935
876,286.7318,-312.276,90.13,2.9813
877,287.4351,-312.9466,90.3511,2.9699
878,288.0708,-313.5312,90.5509,2.9601
879,288.6325,-314.0544,90.7275,2.9509
880,289.1158,-314.4719,90.8794,2.9434
881,289.518,-314.8325,91.0058,2.9365
882,289.8362,-315.0858,91.1058,2.9315
883,290.069,-315.2757,91.179,2.9271
884,290.2158,-315.3795,91.2251,2.9239
885,290.2764,-315.3973,91.2442,2.9221
886,290.2514,-315.3296,91.2363,2.9215
887,290.1413,-315.1776,91.2017,2.9222
888,289.9476,-314.9459,91.1408,2.924
889,289.6719,-314.63,91.0542,2.9272
890,289.3166,-314.2359,90.9425,2.9317
891,288.8846,-313.7667,90.8067,2.9373
892,288.3794,-313.2265,90.6479,2.9441
893,287.8056,-312.62,90.4675,2.9519
894,287.1681,-311.9526,90.2671,2.9606
895,286.4727,-311.2304,90.0486,2.9702
896,285.7256,-310.4597,89.8137,2.9807
897,284.9333,-309.647,89.5647,2.9918
898,284.1023,-308.8202,89.3034,3.0029
899,283.2401,-307.8783,89.0325,3.0163
900,282.3526,-306.9785,88.7535,3.0291
901,281.4442,-306.0613,88.4679,3.0421
902,280.5202,-305.1311,88.1775,3.0553
903,279.5861,-304.1939,87.8839,3.0688
904,278.6483,-303.2567,87.5891,3.0822
905,277.7146,-302.3283,87.2956,3.0956
906,276.7946,-301.1827,87.0064,3.1096
907,275.9092,-300.3147,86.7281,3.1224
908,275.0628,-299.4933,86.462,3.1346
909,274.2706,-298.7337,86.213,3.1461
910,273.5479,-298.0622,85.9858,3.1562
911,272.91,-297.471,85.7853,3.1657
912,272.3682,-296.9804,85.615,3.1739
913,271.9302,-296.5952,85.4773,3.1809
914,271.5978,-296.3143,85.3729,3.1866
915,271.3665,-296.0604,85.3002,3.1923
916,271.2252,-295.958,85.2557,3.1958
917,271.1572,-295.9189,85.2343,3.1984
918,271.1416,-295.9209,85.2295,3.2006
919,271.1553,-295.9401,85.2337,3.2025
920,271.1744,-295.9536,85.2398,3.2045
921,271.177,-295.9405,85.2406,3.2068
922,271.1437,-295.8834,85.2301,3.2096
923,271.0593,-295.7597,85.2036,3.2135
924,270.9129,-295.5797,85.1576,3.2177
925,270.6978,-295.329,85.0899,3.2228
926,270.411,-295.0738,84.9998,3.2276
927,270.0546,-294.6835,84.8878,3.2343
928,269.6314,-294.2295,84.7547,3.2418
929,269.1482,-293.7195,84.6028,3.2501
930,268.6137,-293.1633,84.4348,3.2589
931,268.0385,-292.5722,84.254,3.2681
932,267.4344,-291.9586,84.0641,3.2776
933,266.8143,-291.3356,83.8692,3.2872
934,266.1917,-290.7166,83.6735,3.2967
935,265.5798,-290.1152,83.4812,3.3061
936,264.9919,-289.5441,83.2964,3.315
937,264.4407,-289.0658,83.1231,3.3226
938,263.9416,-288.595,82.9662,3.3302
939,263.5015,-288.188,82.8279,3.337
940,263.1298,-287.8535,82.711,3.3429
941,262.8344,-287.5991,82.6182,3.3478
942,262.6224,-287.431,82.5516,3.3515
943,262.4996,-287.3548,82.513,3.354
944,262.471,-287.3751,82.504,3.3553
945,262.541,-287.4959,82.526,3.3554
946,262.7134,-287.7209,82.5802,3.354
947,262.9914,-288.053,82.6676,3.3513
948,263.3778,-288.4944,82.789,3.3471
949,263.8743,-289.0466,82.9451,3.3416
950,264.4818,-289.7096,83.136,3.3346
951,265.1995,-290.4819,83.3616,3.3263
952,266.0253,-291.2881,83.6212,3.3178
953,266.9537,-292.2663,83.9131,3.3069
954,267.9792,-293.3373,84.2354,3.2947
955,269.0925,-294.4905,84.5854,3.2815
956,270.282,-295.7132,84.9593,3.2675
957,271.5338,-296.9905,85.3527,3.2528
958,272.832,-298.3055,85.7608,3.2377
959,274.1588,-299.6398,86.1778,3.2224
960,275.4954,-300.8653,86.598,3.2088
961,276.8313,-302.1788,87.0179,3.1942
962,278.1395,-303.4656,87.4291,3.1797
963,279.4001,-304.6961,87.8254,3.1659
964,280.5959,-305.854,88.2013,3.1531
965,281.7118,-306.9249,88.552,3.1413
966,282.7343,-307.8968,88.8734,3.1309
967,283.6526,-308.76,89.1621,3.122
968,284.4583,-309.5073,89.4154,3.1145
969,285.1456,-310.0034,89.6314,3.1108
970,285.7236,-310.5201,89.8131,3.1064
971,286.1786,-310.9141,89.9561,3.1035
972,286.5118,-311.1912,90.0609,3.102
973,286.7274,-311.3499,90.1286,3.1021
974,286.8304,-311.3991,90.161,3.1036
975,286.8274,-311.3463,90.1601,3.1063
976,286.7267,-311.2194,90.1284,3.1096
977,286.5348,-310.9865,90.0681,3.1146
978,286.2628,-310.6778,89.9826,3.1205
979,285.9197,-310.3025,89.8747,3.1273
980,285.5142,-309.8689,89.7473,3.1348
981,285.0546,-309.385,89.6028,3.1429
982,284.5484,-308.8573,89.4437,3.1515
983,284.0021,-308.3977,89.2719,3.1597
984,283.4251,-307.8056,89.0906,3.1689
985,282.8194,-307.275,88.9002,3.1774
986,282.1917,-306.6371,88.7029,3.1871
987,281.5452,-305.9831,88.4997,3.1968
988,280.8855,-305.3549,88.2923,3.2056
989,280.2193,-304.6876,88.0829,3.2153
990,279.5529,-304.0241,87.8734,3.2248
991,278.8947,-303.3733,87.6665,3.234
992,278.2543,-302.7458,87.4652,3.2427
993,277.6426,-302.3052,87.273,3.2489
994,277.0767,-301.7639,87.0951,3.2564
995,276.5649,-301.2838,86.9342,3.2629
996,276.1197,-300.8766,86.7942,3.2682
997,275.7533,-300.5537,86.6791,3.2724
998,275.4764,-300.3248,86.592,3.2752
999,275.2971,-300.1965,86.5357,3.2768
1000,275.2205,-300.066,86.5116,3.2783
